ts,used_mib,available_mib,swap_mib,container_rss_mib,running,waiting,kv_pct,prefix_hit_pct,prompt_tps,gen_tps
2026-04-13T16:33:30.642+00:00,74324,50225,7395,2984,4,0,7.7,66.1,0.0,129.6
2026-04-13T16:33:31.172+00:00,74323,50226,7395,2984,4,0,7.7,66.1,0.0,129.6
2026-04-13T16:33:31.701+00:00,74322,50227,7395,2984,4,0,7.7,66.1,0.0,129.6
2026-04-13T16:33:32.227+00:00,74325,50225,7395,2984,4,0,7.7,66.1,0.0,129.6
2026-04-13T16:33:32.756+00:00,74328,50222,7395,2984,4,0,7.7,66.1,0.0,129.6
2026-04-13T16:33:33.284+00:00,74334,50215,7395,2984,4,0,7.7,66.1,0.0,129.6
2026-04-13T16:33:33.814+00:00,74342,50208,7395,2984,4,0,7.7,66.1,0.0,129.6
2026-04-13T16:33:35.868+00:00,74336,50213,7395,2984,4,0,7.7,66.1,0.0,129.6
2026-04-13T16:33:36.393+00:00,74332,50217,7395,2984,4,0,7.7,66.1,0.0,129.6
2026-04-13T16:33:36.959+00:00,74326,50223,7395,2984,4,0,7.7,66.1,0.0,129.6
2026-04-13T16:33:37.487+00:00,74327,50223,7395,2984,4,0,7.7,66.1,0.0,129.6
2026-04-13T16:33:38.014+00:00,74325,50224,7395,2984,4,0,7.7,66.1,0.0,129.6
2026-04-13T16:33:38.542+00:00,74322,50227,7395,2984,4,0,7.7,66.1,0.0,129.6
2026-04-13T16:33:39.070+00:00,74327,50222,7395,2985,4,0,7.7,66.1,0.0,129.6
2026-04-13T16:33:41.131+00:00,74328,50221,7395,2985,4,0,7.7,66.1,0.0,129.6
2026-04-13T16:33:41.659+00:00,74327,50222,7395,2985,4,0,7.7,66.1,0.0,129.6
2026-04-13T16:33:42.190+00:00,74326,50223,7395,2985,4,0,7.7,66.1,0.0,129.6
2026-04-13T16:33:42.715+00:00,74328,50222,7395,2985,4,0,7.7,66.1,0.0,129.6
2026-04-13T16:33:43.243+00:00,74329,50220,7395,2985,4,0,7.7,66.1,0.0,129.6
2026-04-13T16:33:43.772+00:00,74329,50221,7395,2985,4,0,7.7,66.1,0.0,129.6
2026-04-13T16:33:44.300+00:00,74329,50220,7395,2985,4,0,7.7,66.1,0.0,129.6
2026-04-13T16:33:46.359+00:00,74324,50226,7395,2985,4,0,7.7,66.1,0.0,129.6
2026-04-13T16:33:46.887+00:00,74325,50224,7395,2985,4,0,7.9,69.6,196.7,118.7
2026-04-13T16:33:47.415+00:00,74326,50223,7395,2985,4,0,7.9,69.6,196.7,118.7
2026-04-13T16:33:47.942+00:00,74328,50221,7395,2985,4,0,7.9,69.6,196.7,118.7
2026-04-13T16:33:48.471+00:00,74325,50224,7395,2985,4,0,7.9,69.6,196.7,118.7
2026-04-13T16:33:49.000+00:00,74318,50231,7395,2985,4,0,7.9,69.6,196.7,118.7
2026-04-13T16:33:49.529+00:00,74321,50228,7395,2990,4,0,7.9,69.6,196.7,118.7
2026-04-13T16:33:51.590+00:00,74324,50226,7395,2990,4,0,7.9,69.6,196.7,118.7
2026-04-13T16:33:52.122+00:00,74324,50225,7395,2990,4,0,7.9,69.6,196.7,118.7
2026-04-13T16:33:52.652+00:00,74272,50278,7395,2990,4,0,7.9,69.6,196.7,118.7
2026-04-13T16:33:53.181+00:00,74282,50268,7395,2990,4,0,7.9,69.6,196.7,118.7
2026-04-13T16:33:53.710+00:00,74285,50264,7395,2990,4,0,7.9,69.6,196.7,118.7
2026-04-13T16:33:54.239+00:00,74284,50265,7395,2990,4,0,7.9,69.6,196.7,118.7
2026-04-13T16:33:54.764+00:00,74294,50255,7395,2990,4,0,7.9,69.6,196.7,118.7
2026-04-13T16:33:56.828+00:00,74292,50258,7395,2990,4,0,7.9,69.6,196.7,118.7
2026-04-13T16:33:57.356+00:00,74292,50257,7395,2990,4,0,8.2,72.8,30.6,125.7
2026-04-13T16:33:57.883+00:00,74302,50247,7395,2990,4,0,8.2,72.8,30.6,125.7
2026-04-13T16:33:58.453+00:00,74304,50245,7395,2990,4,0,8.2,72.8,30.6,125.7
2026-04-13T16:33:58.980+00:00,74300,50249,7395,2990,4,0,8.2,72.8,30.6,125.7
2026-04-13T16:33:59.507+00:00,74308,50241,7395,2990,4,0,8.2,72.8,30.6,125.7
2026-04-13T16:34:00.037+00:00,74310,50240,7395,2990,4,0,8.2,72.8,30.6,125.7
2026-04-13T16:34:02.097+00:00,74316,50233,7395,2990,4,0,8.2,72.8,30.6,125.7
2026-04-13T16:34:02.625+00:00,74314,50235,7395,2990,4,0,8.2,72.8,30.6,125.7
2026-04-13T16:34:03.153+00:00,74312,50237,7395,2990,4,0,8.2,72.8,30.6,125.7
2026-04-13T16:34:03.679+00:00,74313,50237,7395,2990,4,0,8.2,72.8,30.6,125.7
2026-04-13T16:34:04.207+00:00,74308,50241,7395,2990,4,0,8.2,72.8,30.6,125.7
2026-04-13T16:34:04.774+00:00,74317,50232,7395,2990,4,0,8.2,72.8,30.6,125.7
2026-04-13T16:34:05.304+00:00,74321,50228,7395,2990,4,0,8.2,72.8,30.6,125.7
2026-04-13T16:34:07.366+00:00,74325,50224,7395,2990,4,0,8.2,72.8,0.0,128.4
2026-04-13T16:34:07.897+00:00,74325,50224,7395,2990,4,0,8.2,72.8,0.0,128.4
2026-04-13T16:34:08.426+00:00,74318,50231,7395,2990,4,0,8.2,72.8,0.0,128.4
2026-04-13T16:34:08.952+00:00,74318,50231,7395,2990,4,0,8.2,72.8,0.0,128.4
2026-04-13T16:34:09.481+00:00,74324,50225,7395,2990,4,0,8.2,72.8,0.0,128.4
2026-04-13T16:34:10.041+00:00,74329,50220,7395,2990,4,0,8.2,72.8,0.0,128.4
2026-04-13T16:34:10.571+00:00,74324,50226,7395,2990,4,0,8.2,72.8,0.0,128.4
2026-04-13T16:34:12.630+00:00,74320,50229,7395,2990,4,0,8.2,72.8,0.0,128.4
2026-04-13T16:34:13.158+00:00,74328,50221,7395,2990,4,0,8.2,72.8,0.0,128.4
2026-04-13T16:34:13.683+00:00,74321,50229,7395,2990,4,0,8.2,72.8,0.0,128.4
2026-04-13T16:34:14.211+00:00,74316,50233,7395,2990,4,0,8.2,72.8,0.0,128.4
2026-04-13T16:34:14.740+00:00,74312,50237,7395,2990,4,0,8.2,72.8,0.0,128.4
2026-04-13T16:34:15.269+00:00,74314,50235,7395,2990,4,0,8.2,72.8,0.0,128.4
2026-04-13T16:34:15.795+00:00,74314,50235,7395,2990,4,0,8.2,72.8,0.0,128.4
2026-04-13T16:34:17.856+00:00,74325,50224,7395,2990,4,0,8.4,72.8,0.0,127.6
2026-04-13T16:34:18.386+00:00,74325,50224,7395,2990,4,0,8.4,72.8,0.0,127.6
2026-04-13T16:34:18.917+00:00,74333,50216,7395,2990,4,0,8.4,72.8,0.0,127.6
2026-04-13T16:34:19.447+00:00,74334,50216,7395,2990,4,0,8.4,72.8,0.0,127.6
2026-04-13T16:34:19.977+00:00,74335,50215,7395,2990,4,0,8.4,72.8,0.0,127.6
2026-04-13T16:34:20.506+00:00,74336,50213,7395,2990,4,0,8.4,72.8,0.0,127.6
2026-04-13T16:34:21.040+00:00,74330,50220,7395,2990,4,0,8.4,72.8,0.0,127.6
2026-04-13T16:34:23.101+00:00,74334,50215,7395,2990,4,0,8.4,72.8,0.0,127.6
2026-04-13T16:34:23.631+00:00,74337,50212,7395,2990,4,0,8.4,72.8,0.0,127.6
2026-04-13T16:34:24.159+00:00,74332,50218,7395,2990,4,0,8.4,72.8,0.0,127.6
2026-04-13T16:34:24.688+00:00,74327,50223,7395,2990,4,0,8.4,72.8,0.0,127.6
2026-04-13T16:34:25.235+00:00,74325,50225,7395,2990,4,0,8.4,72.8,0.0,127.6
2026-04-13T16:34:25.764+00:00,74329,50220,7395,2990,4,0,8.4,72.8,0.0,127.6
2026-04-13T16:34:26.293+00:00,74331,50218,7395,2990,4,0,8.4,72.8,0.0,127.6
2026-04-13T16:34:28.351+00:00,74342,50207,7395,2990,4,0,8.5,72.0,465.8,110.0
2026-04-13T16:34:28.879+00:00,74339,50210,7395,2990,4,0,8.5,72.0,465.8,110.0
2026-04-13T16:34:29.410+00:00,74340,50209,7395,2990,4,0,8.5,72.0,465.8,110.0
2026-04-13T16:34:29.938+00:00,74336,50213,7395,2990,4,0,8.5,72.0,465.8,110.0
2026-04-13T16:34:30.467+00:00,74335,50215,7395,2990,4,0,8.5,72.0,465.8,110.0
2026-04-13T16:34:30.997+00:00,74335,50214,7395,2990,4,0,8.5,72.0,465.8,110.0
2026-04-13T16:34:31.526+00:00,74343,50206,7395,2990,4,0,8.5,72.0,465.8,110.0
2026-04-13T16:34:33.581+00:00,74349,50200,7395,2990,4,0,8.5,72.0,465.8,110.0
2026-04-13T16:34:34.113+00:00,74352,50197,7395,2990,4,0,8.5,72.0,465.8,110.0
2026-04-13T16:34:34.640+00:00,74348,50201,7395,2990,4,0,8.5,72.0,465.8,110.0
2026-04-13T16:34:35.169+00:00,74339,50210,7395,2990,4,0,8.5,72.0,465.8,110.0
2026-04-13T16:34:35.701+00:00,74339,50211,7395,2990,4,0,8.5,72.0,465.8,110.0
2026-04-13T16:34:36.229+00:00,74335,50214,7395,2990,4,0,8.5,72.0,465.8,110.0
2026-04-13T16:34:36.757+00:00,74336,50213,7395,2991,4,0,8.5,72.0,465.8,110.0
2026-04-13T16:34:38.854+00:00,74334,50216,7395,2991,4,0,8.7,74.9,106.0,120.3
2026-04-13T16:34:39.385+00:00,74331,50218,7395,2991,4,0,8.7,74.9,106.0,120.3
2026-04-13T16:34:39.914+00:00,74349,50201,7395,2991,4,0,8.7,74.9,106.0,120.3
2026-04-13T16:34:40.442+00:00,74346,50203,7395,2991,4,0,8.7,74.9,106.0,120.3
2026-04-13T16:34:40.970+00:00,74349,50200,7395,2991,4,0,8.7,74.9,106.0,120.3
2026-04-13T16:34:41.497+00:00,74349,50200,7395,2991,4,0,8.7,74.9,106.0,120.3
2026-04-13T16:34:42.030+00:00,74346,50203,7395,2991,4,0,8.7,74.9,106.0,120.3
2026-04-13T16:34:44.090+00:00,74335,50215,7395,2991,4,0,8.7,74.9,106.0,120.3
2026-04-13T16:34:44.619+00:00,74341,50208,7395,2991,4,0,8.7,74.9,106.0,120.3
2026-04-13T16:34:45.149+00:00,74334,50215,7395,2991,4,0,8.7,74.9,106.0,120.3
2026-04-13T16:34:45.678+00:00,74333,50216,7395,2991,4,0,8.7,74.9,106.0,120.3
2026-04-13T16:34:46.206+00:00,74331,50218,7395,2991,4,0,8.7,74.9,106.0,120.3
2026-04-13T16:34:46.734+00:00,74327,50222,7395,2991,4,0,8.7,74.9,106.0,120.3
2026-04-13T16:34:47.261+00:00,74329,50220,7395,2991,4,0,8.8,74.9,0.0,125.6
2026-04-13T16:34:49.319+00:00,74335,50214,7395,2991,4,0,8.8,74.9,0.0,125.6
2026-04-13T16:34:49.850+00:00,74336,50213,7395,2991,4,0,8.8,74.9,0.0,125.6
2026-04-13T16:34:50.381+00:00,74331,50218,7395,2991,4,0,8.8,74.9,0.0,125.6
2026-04-13T16:34:50.912+00:00,74330,50219,7395,2991,4,0,8.8,74.9,0.0,125.6
2026-04-13T16:34:51.440+00:00,74323,50226,7395,2991,4,0,8.8,74.9,0.0,125.6
2026-04-13T16:34:51.969+00:00,74327,50223,7395,2991,4,0,8.8,74.9,0.0,125.6
2026-04-13T16:34:52.498+00:00,74331,50219,7395,2991,4,0,8.8,74.9,0.0,125.6
2026-04-13T16:34:54.556+00:00,74332,50217,7395,2991,4,0,8.8,74.9,0.0,125.6
2026-04-13T16:34:55.084+00:00,74340,50210,7395,2991,4,0,8.8,74.9,0.0,125.6
2026-04-13T16:34:55.613+00:00,74336,50213,7395,2991,4,0,8.8,74.9,0.0,125.6
2026-04-13T16:34:56.140+00:00,74339,50210,7395,2991,4,0,8.8,74.9,0.0,125.6
2026-04-13T16:34:56.669+00:00,74349,50200,7395,2991,4,0,8.8,74.9,0.0,125.6
2026-04-13T16:34:57.198+00:00,74350,50199,7395,2991,4,0,8.9,74.9,0.0,125.6
2026-04-13T16:34:57.725+00:00,74350,50199,7395,2991,4,0,8.9,74.9,0.0,125.6
2026-04-13T16:34:59.786+00:00,74337,50212,7395,2991,4,0,8.9,74.9,0.0,125.6
2026-04-13T16:35:00.312+00:00,74338,50212,7395,2991,4,0,8.9,74.9,0.0,125.6
2026-04-13T16:35:00.843+00:00,74339,50210,7395,2991,4,0,8.9,74.9,0.0,125.6
2026-04-13T16:35:01.374+00:00,74335,50214,7395,2991,4,0,8.9,74.9,0.0,125.6
2026-04-13T16:35:01.902+00:00,74343,50206,7395,2991,4,0,8.9,74.9,0.0,125.6
2026-04-13T16:35:02.428+00:00,74337,50212,7395,2991,4,0,8.9,74.9,0.0,125.6
2026-04-13T16:35:02.955+00:00,74335,50214,7395,2990,4,0,8.9,74.9,0.0,125.6
2026-04-13T16:35:05.017+00:00,74335,50214,7395,2990,4,0,8.9,74.9,0.0,125.6
2026-04-13T16:35:05.546+00:00,74332,50217,7395,2990,4,0,8.9,74.9,0.0,125.6
2026-04-13T16:35:06.073+00:00,74325,50224,7395,2990,4,0,8.9,74.9,0.0,125.6
2026-04-13T16:35:06.600+00:00,74331,50218,7395,2990,4,0,8.9,74.9,0.0,125.6
2026-04-13T16:35:07.127+00:00,74328,50221,7395,2990,4,0,9.0,74.9,0.0,125.6
2026-04-13T16:35:07.654+00:00,74331,50218,7395,2990,4,0,9.0,74.9,0.0,125.6
2026-04-13T16:35:08.181+00:00,74331,50218,7395,2991,4,0,9.0,74.9,0.0,125.6
2026-04-13T16:35:10.239+00:00,74324,50225,7395,2991,4,0,9.0,74.9,0.0,125.6
2026-04-13T16:35:10.768+00:00,74326,50223,7395,2991,4,0,9.0,74.9,0.0,125.6
2026-04-13T16:35:11.295+00:00,74318,50231,7395,2991,4,0,9.0,74.9,0.0,125.6
2026-04-13T16:35:11.824+00:00,74318,50231,7395,2991,4,0,9.0,74.9,0.0,125.6
2026-04-13T16:35:12.352+00:00,74322,50227,7395,2991,4,0,9.0,74.9,0.0,125.6
2026-04-13T16:35:12.881+00:00,74324,50225,7395,2991,4,0,9.0,74.9,0.0,125.6
2026-04-13T16:35:13.413+00:00,74325,50224,7395,2991,4,0,9.0,74.9,0.0,125.6
2026-04-13T16:35:15.473+00:00,74321,50228,7395,2991,4,0,9.0,74.9,0.0,125.6
2026-04-13T16:35:16.003+00:00,74323,50227,7395,2991,4,0,9.0,74.9,0.0,125.6
2026-04-13T16:35:16.532+00:00,74322,50227,7395,2991,4,0,9.0,74.9,0.0,125.6
2026-04-13T16:35:17.057+00:00,74324,50225,7395,2991,4,0,9.2,74.9,0.0,125.6
2026-04-13T16:35:17.589+00:00,74331,50218,7395,2991,4,0,9.2,74.9,0.0,125.6
2026-04-13T16:35:18.118+00:00,74331,50218,7395,2991,4,0,9.2,74.9,0.0,125.6
2026-04-13T16:35:18.648+00:00,74332,50217,7395,2991,4,0,9.2,74.9,0.0,125.6
2026-04-13T16:35:20.709+00:00,74330,50220,7395,2991,4,0,9.2,74.9,0.0,125.6
2026-04-13T16:35:21.236+00:00,74332,50217,7395,2991,4,0,9.2,74.9,0.0,125.6
2026-04-13T16:35:21.767+00:00,74326,50224,7395,2991,4,0,9.2,74.9,0.0,125.6
2026-04-13T16:35:22.297+00:00,74326,50223,7395,2991,4,0,9.2,74.9,0.0,125.6
2026-04-13T16:35:22.825+00:00,74323,50226,7395,2991,4,0,9.2,74.9,0.0,125.6
2026-04-13T16:35:23.353+00:00,74331,50218,7395,2991,4,0,9.2,74.9,0.0,125.6
2026-04-13T16:35:23.881+00:00,74331,50218,7395,2991,4,0,9.2,74.9,0.0,125.6
2026-04-13T16:35:25.943+00:00,74321,50228,7395,2991,4,0,9.2,74.9,0.0,125.6
2026-04-13T16:35:26.474+00:00,74323,50226,7395,2991,4,0,9.2,74.9,0.0,125.6
2026-04-13T16:35:27.006+00:00,74321,50228,7395,2991,4,0,9.3,74.9,0.0,124.8
2026-04-13T16:35:27.532+00:00,74323,50227,7395,2991,4,0,9.3,74.9,0.0,124.8
2026-04-13T16:35:28.061+00:00,74322,50228,7395,2991,4,0,9.3,74.9,0.0,124.8
2026-04-13T16:35:28.591+00:00,74322,50227,7395,2991,4,0,9.3,74.9,0.0,124.8
2026-04-13T16:35:29.120+00:00,74329,50220,7395,2991,4,0,9.3,74.9,0.0,124.8
2026-04-13T16:35:31.183+00:00,74323,50226,7395,2991,4,0,9.3,74.9,0.0,124.8
2026-04-13T16:35:31.710+00:00,74324,50225,7395,2991,4,0,9.3,74.9,0.0,124.8
2026-04-13T16:35:32.235+00:00,74332,50217,7395,2991,4,0,9.3,74.9,0.0,124.8
2026-04-13T16:35:32.765+00:00,74336,50213,7395,2991,4,0,9.3,74.9,0.0,124.8
2026-04-13T16:35:33.292+00:00,74336,50213,7395,2991,4,0,9.3,74.9,0.0,124.8
2026-04-13T16:35:33.819+00:00,74338,50211,7395,2991,4,0,9.3,74.9,0.0,124.8
2026-04-13T16:35:34.348+00:00,74338,50211,7395,2991,4,0,9.3,74.9,0.0,124.8
2026-04-13T16:35:36.405+00:00,74329,50220,7395,2991,4,0,9.3,74.9,0.0,124.8
2026-04-13T16:35:36.931+00:00,74341,50209,7395,2991,4,0,9.4,74.9,0.0,124.8
2026-04-13T16:35:37.460+00:00,74333,50216,7395,2991,4,0,9.4,74.9,0.0,124.8
2026-04-13T16:35:37.987+00:00,74328,50221,7395,2991,4,0,9.4,74.9,0.0,124.8
2026-04-13T16:35:38.518+00:00,74334,50215,7395,2991,4,0,9.4,74.9,0.0,124.8
2026-04-13T16:35:39.045+00:00,74337,50212,7395,2991,4,0,9.4,74.9,0.0,124.8
2026-04-13T16:35:39.574+00:00,74345,50205,7395,2991,4,0,9.4,74.9,0.0,124.8
2026-04-13T16:35:41.632+00:00,74345,50204,7395,2991,4,0,9.4,74.9,0.0,124.8
2026-04-13T16:35:42.160+00:00,74344,50206,7395,2991,4,0,9.4,74.9,0.0,124.8
2026-04-13T16:35:42.689+00:00,74338,50211,7395,2991,4,0,9.4,74.9,0.0,124.8
2026-04-13T16:35:43.217+00:00,74336,50214,7395,2991,4,0,9.4,74.9,0.0,124.8
2026-04-13T16:35:43.747+00:00,74335,50215,7395,2991,4,0,9.4,74.9,0.0,124.8
2026-04-13T16:35:44.276+00:00,74336,50213,7395,2991,4,0,9.4,74.9,0.0,124.8
2026-04-13T16:35:44.806+00:00,74338,50212,7395,2991,4,0,9.4,74.9,0.0,124.8
2026-04-13T16:35:46.867+00:00,74335,50214,7395,2991,4,0,9.5,74.9,0.0,124.8
2026-04-13T16:35:47.397+00:00,74343,50206,7395,2991,4,0,9.5,74.9,0.0,124.8
2026-04-13T16:35:47.927+00:00,74343,50207,7395,2991,4,0,9.5,74.9,0.0,124.8
2026-04-13T16:35:48.456+00:00,74353,50196,7395,2991,4,0,9.5,74.9,0.0,124.8
2026-04-13T16:35:48.982+00:00,74349,50201,7395,2991,4,0,9.5,74.9,0.0,124.8
2026-04-13T16:35:49.510+00:00,74348,50202,7395,2991,4,0,9.5,74.9,0.0,124.8
2026-04-13T16:35:50.037+00:00,74355,50194,7395,2991,4,0,9.5,74.9,0.0,124.8
2026-04-13T16:35:52.098+00:00,74351,50198,7395,2991,4,0,9.5,74.9,0.0,124.8
2026-04-13T16:35:52.628+00:00,74347,50202,7395,2991,4,0,9.5,74.9,0.0,124.8
2026-04-13T16:35:53.147+00:00,74365,50185,7395,2991,4,0,9.5,74.9,0.0,124.8
2026-04-13T16:35:53.668+00:00,74379,50170,7395,2991,4,0,9.5,74.9,0.0,124.8
2026-04-13T16:35:54.186+00:00,74385,50164,7395,2991,4,0,9.5,74.9,0.0,124.8
2026-04-13T16:35:54.706+00:00,74403,50146,7395,2991,4,0,9.5,74.9,0.0,124.8
2026-04-13T16:35:55.223+00:00,74412,50137,7395,3009,4,0,9.5,74.9,0.0,124.8
2026-04-13T16:35:57.299+00:00,74418,50131,7395,3009,4,0,9.9,75.9,0.0,64.0
2026-04-13T16:35:57.817+00:00,74420,50129,7395,3009,4,0,9.9,75.9,0.0,64.0
2026-04-13T16:35:58.332+00:00,74421,50128,7395,3009,4,0,9.9,75.9,0.0,64.0
2026-04-13T16:35:58.855+00:00,74431,50119,7395,3009,4,0,9.9,75.9,0.0,64.0
2026-04-13T16:35:59.370+00:00,74421,50128,7395,3009,4,0,9.9,75.9,0.0,64.0
2026-04-13T16:35:59.889+00:00,74418,50132,7395,3009,4,0,9.9,75.9,0.0,64.0
2026-04-13T16:36:00.413+00:00,74410,50139,7395,3023,4,0,9.9,75.9,0.0,64.0
2026-04-13T16:36:02.474+00:00,74399,50150,7395,3023,4,0,9.9,75.9,0.0,64.0
2026-04-13T16:36:03.002+00:00,74396,50153,7395,3023,4,0,9.9,75.9,0.0,64.0
2026-04-13T16:36:03.529+00:00,74393,50156,7395,3023,4,0,9.9,75.9,0.0,64.0
2026-04-13T16:36:04.057+00:00,74393,50156,7395,3023,4,0,9.9,75.9,0.0,64.0
2026-04-13T16:36:04.584+00:00,74389,50160,7395,3023,4,0,9.9,75.9,0.0,64.0
2026-04-13T16:36:05.111+00:00,74383,50166,7395,3023,4,0,9.9,75.9,0.0,64.0
2026-04-13T16:36:05.641+00:00,74383,50166,7395,3023,4,0,9.9,75.9,0.0,64.0
2026-04-13T16:36:07.700+00:00,74382,50168,7395,3023,4,0,9.7,75.9,324.3,85.9
2026-04-13T16:36:08.229+00:00,74379,50170,7395,3023,4,0,9.7,75.9,324.3,85.9
2026-04-13T16:36:08.756+00:00,74372,50177,7395,3023,4,0,9.7,75.9,324.3,85.9
2026-04-13T16:36:09.283+00:00,74373,50176,7395,3023,4,0,9.7,75.9,324.3,85.9
2026-04-13T16:36:09.811+00:00,74373,50177,7395,3023,4,0,9.7,75.9,324.3,85.9
2026-04-13T16:36:10.339+00:00,74370,50179,7395,3023,4,0,9.7,75.9,324.3,85.9
2026-04-13T16:36:10.869+00:00,74375,50174,7395,3023,4,0,9.7,75.9,324.3,85.9
2026-04-13T16:36:12.924+00:00,74367,50182,7395,3023,4,0,9.7,75.9,324.3,85.9
2026-04-13T16:36:13.455+00:00,74369,50180,7395,3023,4,0,9.7,75.9,324.3,85.9
2026-04-13T16:36:13.985+00:00,74366,50183,7395,3023,4,0,9.7,75.9,324.3,85.9
2026-04-13T16:36:14.517+00:00,74371,50178,7395,3023,4,0,9.7,75.9,324.3,85.9
2026-04-13T16:36:15.046+00:00,74363,50187,7395,3023,4,0,9.7,75.9,324.3,85.9
2026-04-13T16:36:15.575+00:00,74357,50192,7395,3023,4,0,9.7,75.9,324.3,85.9
2026-04-13T16:36:16.103+00:00,74357,50193,7395,3023,4,0,9.7,75.9,324.3,85.9
2026-04-13T16:36:18.166+00:00,74367,50182,7395,3023,4,0,9.8,75.9,0.0,123.6
2026-04-13T16:36:18.694+00:00,74373,50176,7395,3023,4,0,9.8,75.9,0.0,123.6
2026-04-13T16:36:19.223+00:00,74375,50174,7395,3023,4,0,9.8,75.9,0.0,123.6
2026-04-13T16:36:19.751+00:00,74373,50176,7395,3023,4,0,9.8,75.9,0.0,123.6
2026-04-13T16:36:20.278+00:00,74370,50179,7395,3023,4,0,9.8,75.9,0.0,123.6
2026-04-13T16:36:20.807+00:00,74365,50184,7395,3023,4,0,9.8,75.9,0.0,123.6
2026-04-13T16:36:21.335+00:00,74367,50182,7395,3023,4,0,9.8,75.9,0.0,123.6
2026-04-13T16:36:23.400+00:00,74367,50182,7395,3023,4,0,9.8,75.9,0.0,123.6
2026-04-13T16:36:23.929+00:00,74364,50185,7395,3023,4,0,9.8,75.9,0.0,123.6
2026-04-13T16:36:24.458+00:00,74363,50186,7395,3023,4,0,9.8,75.9,0.0,123.6
2026-04-13T16:36:24.988+00:00,74369,50180,7395,3023,4,0,9.8,75.9,0.0,123.6
2026-04-13T16:36:25.518+00:00,74371,50179,7395,3023,4,0,9.8,75.9,0.0,123.6
2026-04-13T16:36:26.049+00:00,74368,50181,7395,3023,4,0,9.8,75.9,0.0,123.6
2026-04-13T16:36:26.573+00:00,74364,50185,7395,3024,4,0,9.8,75.9,0.0,123.6
2026-04-13T16:36:28.636+00:00,74373,50176,7395,3024,4,0,10.0,77.1,113.6,116.8
2026-04-13T16:36:29.165+00:00,74383,50166,7395,3024,4,0,10.0,77.1,113.6,116.8
2026-04-13T16:36:29.697+00:00,74375,50174,7395,3024,4,0,10.0,77.1,113.6,116.8
2026-04-13T16:36:30.228+00:00,74381,50168,7395,3024,4,0,10.0,77.1,113.6,116.8
2026-04-13T16:36:30.757+00:00,74379,50171,7395,3024,4,0,10.0,77.1,113.6,116.8
2026-04-13T16:36:31.287+00:00,74383,50166,7395,3024,4,0,10.0,77.1,113.6,116.8
2026-04-13T16:36:31.814+00:00,74382,50167,7395,3024,4,0,10.0,77.1,113.6,116.8
2026-04-13T16:36:33.876+00:00,74414,50135,7395,3024,4,0,10.0,77.1,113.6,116.8
2026-04-13T16:36:34.406+00:00,74414,50135,7395,3024,4,0,10.0,77.1,113.6,116.8
2026-04-13T16:36:34.940+00:00,74411,50138,7395,3024,4,0,10.0,77.1,113.6,116.8
2026-04-13T16:36:35.469+00:00,74418,50131,7395,3024,4,0,10.0,77.1,113.6,116.8
2026-04-13T16:36:35.998+00:00,74419,50130,7395,3024,4,0,10.0,77.1,113.6,116.8
2026-04-13T16:36:36.525+00:00,74417,50133,7395,3024,4,0,10.0,77.1,113.6,116.8
2026-04-13T16:36:37.056+00:00,74414,50135,7395,3024,4,0,10.1,79.1,83.6,117.6
2026-04-13T16:36:39.122+00:00,74430,50119,7395,3024,4,0,10.1,79.1,83.6,117.6
2026-04-13T16:36:39.652+00:00,74429,50120,7395,3024,4,0,10.1,79.1,83.6,117.6
2026-04-13T16:36:40.179+00:00,74430,50119,7395,3024,4,0,10.1,79.1,83.6,117.6
2026-04-13T16:36:40.709+00:00,74432,50117,7395,3024,4,0,10.1,79.1,83.6,117.6
2026-04-13T16:36:41.240+00:00,74432,50117,7395,3024,4,0,10.1,79.1,83.6,117.6
2026-04-13T16:36:41.769+00:00,74439,50110,7395,3024,4,0,10.1,79.1,83.6,117.6
2026-04-13T16:36:42.298+00:00,74435,50114,7395,3025,4,0,10.1,79.1,83.6,117.6
2026-04-13T16:36:44.358+00:00,74434,50115,7395,3025,4,0,10.1,79.1,83.6,117.6
2026-04-13T16:36:44.888+00:00,74435,50114,7395,3025,4,0,10.1,79.1,83.6,117.6
2026-04-13T16:36:45.419+00:00,74436,50113,7395,3025,4,0,10.1,79.1,83.6,117.6
2026-04-13T16:36:45.950+00:00,74446,50103,7395,3025,4,0,10.1,79.1,83.6,117.6
2026-04-13T16:36:46.482+00:00,74469,50080,7395,3025,4,0,10.1,79.1,83.6,117.6
2026-04-13T16:36:47.010+00:00,74472,50077,7395,3025,4,0,10.2,79.1,0.0,122.4
2026-04-13T16:36:47.542+00:00,74485,50064,7395,3024,4,0,10.2,79.1,0.0,122.4
2026-04-13T16:36:49.602+00:00,74054,50495,7395,3024,4,0,10.2,79.1,0.0,122.4
2026-04-13T16:36:50.134+00:00,74039,50510,7395,3024,4,0,10.2,79.1,0.0,122.4
2026-04-13T16:36:50.665+00:00,74039,50510,7395,3024,4,0,10.2,79.1,0.0,122.4
2026-04-13T16:36:51.193+00:00,73684,50865,7395,3024,4,0,10.2,79.1,0.0,122.4
2026-04-13T16:36:51.723+00:00,73556,50993,7395,3024,4,0,10.2,79.1,0.0,122.4
2026-04-13T16:36:52.252+00:00,73561,50988,7395,3024,4,0,10.2,79.1,0.0,122.4
2026-04-13T16:36:52.781+00:00,73561,50988,7395,3024,4,0,10.2,79.1,0.0,122.4
